Carimbo de data/hora;Temperatura (ºC);Humidade (%);Pressão (hPa)
2020/11/03 10:24:14;18.2;54.6;686.54
2020/11/03 10:25:15;18.2;55.1;686.83
2020/11/03 10:26:15;18.3;54.6;685.94
2020/11/03 10:27:15;18.4;54.3;685.99
2020/11/03 10:28:15;18.4;54.4;686.21
2020/11/03 10:29:15;18.5;54.0;686.16
2020/11/03 10:30:15;18.5;53.8;685.54
2020/11/03 10:31:15;18.5;53.8;685.96
2020/11/03 10:32:15;18.6;53.7;685.52
2020/11/03 10:33:16;18.7;54.3;685.12
2020/11/03 10:34:16;18.8;53.5;684.97
2020/11/03 10:35:16;18.8;53.4;684.85
2020/11/03 10:36:16;18.8;52.1;685.44
2020/11/03 10:37:16;18.8;52.6;685.19
2020/11/03 10:38:16;18.8;53.0;684.96
2020/11/03 10:39:16;18.8;52.9;685.00
2020/11/03 10:40:17;18.8;52.8;685.1
2020/11/03 10:41:17;18.8;52.8;684.93
2020/11/03 10:42:17;18.9;52.8;685.48
2020/11/03 10:43:17;18.9;53.1;684.45
2020/11/03 10:44:17;18.9;53.5;684.00
2020/11/03 10:45:17;19.0;52.9;684.75
2020/11/03 10:46:18;19.0;52.7;683.98
2020/11/03 10:47:18;19.1;53.4;683.42
2020/11/03 10:48:18;19.1;53.0;684.04
2020/11/03 10:49:18;19.2;52.5;684.19
2020/11/03 10:50:18;19.3;52.6;684.11
2020/11/03 10:51:18;19.3;52.1;684.05
2020/11/03 10:52:18;19.4;52.3;683.32
2020/11/03 10:53:18;19.4;52.2;683.27
2020/11/03 10:54:19;19.5;51.7;683.61
2020/11/03 10:55:19;19.5;51.6;683.44
2020/11/03 10:56:19;19.5;51.9;682.73
2020/11/03 10:57:19;19.6;51.3;683.03
2020/11/03 10:58:19;19.6;51.5;682.45
2020/11/03 10:59:19;19.7;52.0;681.97
2020/11/03 11:00:20;19.8;51.6;682.14
2020/11/03 11:01:20;19.9;51.8;681.99
2020/11/03 11:02:20;20.0;50.7;681.85
2020/11/03 11:03:20;20.0;49.6;681.88
2020/11/03 11:04:20;20.0;50.0;681.72
2020/11/03 11:05:20;20.1;49.7;681.66
2020/11/03 11:06:23;20.1;49.4;682.06
2020/11/03 11:07:20;20.1;48.8;681.91
2020/11/03 11:08:21;20.1;48.6;682.27
2020/11/03 11:09:21;20.1;48.8;682.44
2020/11/03 11:10:21;20.1;48.1;682.91
2020/11/03 11:11:21;20.0;48.3;682.61
2020/11/03 11:12:21;20.0;47.3;683.23
2020/11/03 11:13:21;20.0;47.5;683.29
2020/11/03 11:14:21;20.1;47.5;683.23
2020/11/03 11:15:21;20.1;48.3;682.5
2020/11/03 11:16:22;20.2;48.0;681.95
2020/11/03 11:17:22;20.3;47.1;682.38
2020/11/03 11:18:22;20.3;47.6;682.29
2020/11/03 11:19:22;20.3;47.5;682.16
2020/11/03 11:20:22;20.3;47.2;682.39
2020/11/03 11:21:22;20.4;47.4;681.44
2020/11/03 11:22:23;20.4;47.6;680.4
2020/11/03 11:23:22;20.5;47.9;680.1
2020/11/03 11:24:23;20.6;47.3;679.84
2020/11/03 11:25:23;20.6;47.8;680.5
2020/11/03 11:26:23;20.6;48.4;679.14
2020/11/03 11:27:23;20.7;47.8;679.98
2020/11/03 11:28:23;20.7;47.7;679.33
2020/11/03 11:29:24;20.8;47.9;678.92
2020/11/03 11:30:24;20.9;48.1;678.72
2020/11/03 11:31:25;20.9;47.5;678.92
2020/11/03 11:32:24;20.9;47.0;679.09
2020/11/03 11:33:24;20.8;46.9;679.4
2020/11/03 11:34:24;20.8;46.9;679.65
2020/11/03 11:35:24;20.8;47.5;679.22
2020/11/03 11:36:25;20.8;47.1;679.22
2020/11/03 11:37:25;20.9;47.1;679.08
2020/11/03 11:38:25;20.9;46.9;679.61
2020/11/03 11:39:25;20.9;46.5;679.65
2020/11/03 11:40:25;20.9;46.3;679.83
2020/11/03 11:41:25;20.9;46.5;679.67
2020/11/03 11:42:25;20.9;46.4;680.00
2020/11/03 11:43:26;20.8;46.0;680.23
2020/11/03 11:44:26;20.8;46.4;680.38
2020/11/03 11:45:26;20.8;46.2;680.79
2020/11/03 11:46:26;20.8;46.4;680.82
2020/11/03 11:47:26;20.8;46.5;680.3
2020/11/03 11:48:26;20.9;46.6;679.83
2020/11/03 11:49:26;20.9;45.6;680.85
2020/11/03 11:50:26;20.8;45.4;680.94
2020/11/03 11:51:27;20.8;45.6;681.3
2020/11/03 11:52:27;20.8;45.6;681.1
2020/11/03 11:53:28;20.8;46.0;681.16
2020/11/03 11:54:27;20.8;45.8;680.56
2020/11/03 11:55:27;20.9;45.6;680.95
2020/11/03 11:56:27;20.9;45.1;681.87
2020/11/03 11:57:27;20.9;45.5;680.75
2020/11/03 11:58:27;20.9;45.5;680.87
2020/11/03 11:59:28;20.8;45.4;681.51
2020/11/03 12:00:28;20.8;45.8;681.5
2020/11/03 12:01:28;20.9;46.0;680.81
2020/11/03 12:02:28;20.9;45.7;680.88
2020/11/03 12:03:29;21.0;46.4;680.93
2020/11/03 12:04:28;21.0;46.6;679.8
2020/11/03 12:05:29;21.1;46.1;679.21
2020/11/03 12:06:29;21.1;45.7;679.86
2020/11/03 12:07:29;21.2;45.8;679.25
2020/11/03 12:08:29;21.2;45.7;680.13
2020/11/03 12:09:30;21.2;45.4;680.37
2020/11/03 12:10:30;21.2;45.9;679.5
2020/11/03 12:11:29;21.2;46.4;679.22
2020/11/03 12:12:30;21.2;45.8;679.13
2020/11/03 12:13:30;21.2;45.7;679.65
2020/11/03 12:14:30;21.3;46.0;679.26
2020/11/03 12:15:30;21.3;46.2;678.83
2020/11/03 12:16:30;21.3;46.2;678.51
2020/11/03 12:17:30;21.3;45.7;679.09
2020/11/03 12:18:30;21.4;45.3;679.51
2020/11/03 12:19:31;21.3;44.8;680.46
2020/11/03 12:20:31;21.3;45.1;680.47
2020/11/03 12:21:31;21.2;45.6;680.3
2020/11/03 12:22:31;21.2;45.3;680.43
2020/11/03 12:23:39;21.2;45.8;680.11
2020/11/03 12:24:39;21.2;44.9;680.77
2020/11/03 12:25:31;21.2;45.2;680.68
2020/11/03 12:26:31;21.2;45.2;680.75
2020/11/03 12:27:32;21.2;44.5;681.09
2020/11/03 12:28:32;21.2;45.0;680.84
2020/11/03 12:29:32;21.2;44.9;681.13
2020/11/03 12:30:32;21.2;45.0;680.99
2020/11/03 12:31:32;21.3;45.6;680.58
2020/11/03 12:32:32;21.3;45.3;679.94
2020/11/03 12:33:32;21.4;44.7;680.02
2020/11/03 12:34:33;21.4;45.3;680.22
2020/11/03 12:35:33;21.4;45.2;679.89
2020/11/03 12:36:33;21.5;45.0;679.44
2020/11/03 12:37:33;21.5;44.3;679.69
2020/11/03 12:38:33;21.5;44.3;680.02
2020/11/03 12:39:34;21.5;44.0;680.8
2020/11/03 12:40:33;21.5;44.9;680.16
2020/11/03 12:41:34;21.5;44.8;679.49
2020/11/03 12:42:34;21.5;44.6;679.64
2020/11/03 12:43:34;21.5;45.0;679.75
2020/11/03 12:44:34;21.5;44.8;679.53
2020/11/03 12:45:34;21.5;44.4;680.24
2020/11/03 12:46:34;21.5;45.0;679.62
2020/11/03 12:47:35;21.5;44.6;680.14
2020/11/03 12:48:35;21.5;44.7;679.76
2020/11/03 12:49:35;21.5;44.4;680.04
2020/11/03 12:50:35;21.5;45.0;679.65
2020/11/03 12:51:35;21.5;44.7;680.49
2020/11/03 12:52:35;21.5;44.7;680.29
2020/11/03 12:53:35;21.5;44.7;679.77
2020/11/03 12:54:36;21.5;44.8;680.21
2020/11/03 12:55:36;21.5;44.7;680.02
2020/11/03 12:56:36;21.5;45.3;679.59
2020/11/03 12:57:36;21.5;45.5;679.64
2020/11/03 12:58:36;21.6;45.3;678.32
2020/11/03 12:59:36;21.6;44.7;679.54
2020/11/03 13:00:37;21.6;44.3;679.05
2020/11/03 13:01:37;21.6;44.4;679.7
2020/11/03 13:02:37;21.6;44.4;679.86
2020/11/03 13:03:37;21.6;44.7;679.87
2020/11/03 13:04:37;21.6;44.5;679.86
2020/11/03 13:05:37;21.6;44.7;679.7
2020/11/03 13:06:37;21.7;45.1;679.21
2020/11/03 13:07:38;21.7;44.8;678.04
2020/11/03 13:08:38;21.8;44.4;679.11
2020/11/03 13:09:38;21.8;44.0;678.99
2020/11/03 13:10:38;21.8;44.7;679.13
2020/11/03 13:11:38;21.8;44.3;678.83
2020/11/03 13:12:38;21.8;44.1;679.11
2020/11/03 13:13:39;21.8;44.1;679.53
2020/11/03 13:14:38;21.8;44.0;679.4
2020/11/03 13:15:39;21.7;43.9;679.73
2020/11/03 13:16:39;21.6;43.6;679.7
2020/11/03 13:17:39;21.6;43.8;680.9
2020/11/03 13:18:39;21.5;44.0;680.73
2020/11/03 13:19:39;21.5;44.2;680.7
2020/11/03 13:20:39;21.5;44.0;681.38
2020/11/03 13:21:40;21.5;44.3;680.75
2020/11/03 13:22:40;21.5;44.8;680.95
2020/11/03 13:23:40;21.5;44.8;680.01
2020/11/03 13:24:40;21.5;44.6;680.57
2020/11/03 13:25:40;21.6;44.6;680.12
2020/11/03 13:26:40;21.6;45.0;679.73
2020/11/03 13:27:40;21.7;44.6;680.06
2020/11/03 13:28:41;21.7;44.7;680.09
2020/11/03 13:29:41;21.8;44.2;679.11
2020/11/03 13:30:41;21.8;44.0;679.34
2020/11/03 13:31:41;21.8;43.9;679.65
2020/11/03 13:32:41;21.8;44.0;679.69
2020/11/03 13:33:41;21.7;44.2;680.33
2020/11/03 13:34:41;21.8;44.6;679.76
2020/11/03 13:35:42;21.8;44.2;679.65
2020/11/03 13:36:42;21.8;44.0;680.28
2020/11/03 13:37:42;21.7;43.8;680.98
2020/11/03 13:38:42;21.7;43.5;680.94
2020/11/03 13:39:42;21.6;43.6;681.45
2020/11/03 13:40:42;21.5;43.6;681.75
2020/11/03 13:41:42;21.5;44.6;681.26
2020/11/03 13:42:43;21.5;45.1;681.23
2020/11/03 13:43:43;21.5;44.9;680.93
2020/11/03 13:44:43;21.6;44.7;680.27
2020/11/03 13:45:43;21.6;44.7;680.18
2020/11/03 13:46:43;21.7;45.1;679.57
2020/11/03 13:47:43;21.7;44.9;679.69
2020/11/03 13:48:43;21.8;44.5;679.92
2020/11/03 13:49:43;21.8;44.8;679.16
2020/11/03 13:50:43;21.8;44.4;678.92
2020/11/03 13:51:44;21.8;44.7;679.28
2020/11/03 13:52:44;21.9;45.0;679.15
2020/11/03 13:53:44;21.9;44.0;679.52
2020/11/03 13:54:44;21.9;43.8;679.8
2020/11/03 13:55:45;21.9;44.3;679.34
2020/11/03 13:56:44;21.9;44.3;679.6
2020/11/03 13:57:45;21.8;44.1;680.65
2020/11/03 13:58:45;21.7;43.4;680.87
2020/11/03 13:59:45;21.6;43.8;681.53
2020/11/03 14:00:45;21.5;44.3;681.47
2020/11/03 14:01:45;21.5;43.5;682.22
2020/11/03 14:02:45;21.4;44.4;681.98
2020/11/03 14:03:46;21.4;44.2;682.45
2020/11/03 14:04:46;21.3;44.1;683.18
2020/11/03 14:05:46;21.2;44.7;683.35
2020/11/03 14:06:46;21.2;44.9;682.46
2020/11/03 14:07:46;21.2;44.8;682.76
2020/11/03 14:08:46;21.2;44.9;683.75
2020/11/03 14:09:46;21.2;44.8;683.31
2020/11/03 14:10:47;21.2;45.0;683.01
2020/11/03 14:11:47;21.2;45.1;682.62
2020/11/03 14:12:47;21.2;45.3;682.91
2020/11/03 14:13:47;21.2;45.3;682.53
2020/11/03 14:14:47;21.3;44.7;682.85
2020/11/03 14:15:47;21.3;45.2;682.54
2020/11/03 14:16:47;21.3;44.9;682.71
2020/11/03 14:17:48;21.2;45.0;682.81
2020/11/03 14:18:48;21.2;45.8;682.7
2020/11/03 14:19:48;21.3;45.5;682.11
2020/11/03 14:20:48;21.2;45.0;683.45
2020/11/03 14:21:48;21.2;44.8;683.47
2020/11/03 14:22:48;21.2;44.9;683.26
2020/11/03 14:23:48;21.1;44.7;683.44
2020/11/03 14:24:48;21.0;44.9;684.64
2020/11/03 14:25:49;20.9;45.6;684.46
2020/11/03 14:26:49;20.9;46.0;684.53
2020/11/03 14:27:49;20.9;45.9;684.45
2020/11/03 14:28:49;20.9;46.2;683.38
2020/11/03 14:29:49;21.0;45.4;684.55
2020/11/03 14:30:49;20.9;45.6;684.12
2020/11/03 14:31:49;21.0;45.7;683.78
2020/11/03 14:32:50;20.9;45.3;684.29
2020/11/03 14:33:50;20.9;45.8;684.44
2020/11/03 14:34:50;20.8;46.2;684.49
2020/11/03 14:35:50;20.9;46.1;684.21
2020/11/03 14:36:50;20.9;45.6;684.77
2020/11/03 14:37:50;20.9;45.9;683.87
2020/11/03 14:38:51;20.9;45.7;684.61
2020/11/03 14:39:50;20.8;45.3;684.56
2020/11/03 14:40:51;20.8;45.8;685.03
2020/11/03 14:41:51;20.7;45.7;684.91
2020/11/03 14:42:51;20.6;46.1;684.95
2020/11/03 14:43:51;20.6;46.1;685.2
2020/11/03 14:44:51;20.5;46.1;686.00
2020/11/03 14:45:51;20.5;46.4;685.55
2020/11/03 14:46:51;20.5;46.7;685.49
2020/11/03 14:47:52;20.5;46.8;686.13
2020/11/03 14:48:52;20.4;46.9;685.94
2020/11/03 14:49:52;20.4;47.0;685.37
2020/11/03 14:50:52;20.4;47.0;685.26
2020/11/03 14:51:52;20.3;47.1;685.97
2020/11/03 14:52:52;20.3;47.3;685.58
2020/11/03 14:53:52;20.2;47.6;686.08
2020/11/03 14:54:53;20.2;47.7;686.39
2020/11/03 14:55:53;20.2;48.0;686.77
2020/11/03 14:56:53;20.2;47.8;686.57
2020/11/03 14:57:53;20.1;47.8;686.67
2020/11/03 14:58:53;20.1;48.0;686.73
2020/11/03 14:59:53;20.1;48.1;686.09
2020/11/03 15:00:54;20.0;48.0;687.21
2020/11/03 15:01:54;20.0;48.2;687.19
2020/11/03 15:02:54;20.0;48.4;687.03
2020/11/03 15:03:54;20.0;48.4;686.71
2020/11/03 15:04:54;20.0;48.6;686.83
2020/11/03 15:05:55;19.9;48.6;686.67
2020/11/03 15:06:54;19.9;48.6;686.81
2020/11/03 15:07:55;19.9;48.8;687.01
2020/11/03 15:08:55;19.8;48.8;687.03
2020/11/03 15:09:55;19.8;48.6;687.97
2020/11/03 15:10:55;19.8;49.1;687.17
2020/11/03 15:11:55;19.7;49.1;686.96
2020/11/03 15:12:55;19.7;49.4;687.53
2020/11/03 15:13:55;19.6;49.5;687.42
2020/11/03 15:14:56;19.6;49.4;686.92
2020/11/03 15:15:56;19.7;49.5;687.45
2020/11/03 15:16:56;19.7;49.1;687.24
2020/11/03 15:17:56;19.7;49.3;687.16
2020/11/03 15:18:56;19.7;49.1;687.21
2020/11/03 15:19:56;19.8;49.2;687.19
2020/11/03 15:20:56;19.7;48.8;686.87
2020/11/03 15:21:57;19.7;48.9;687.4
2020/11/03 15:22:57;19.6;49.0;688.03
2020/11/03 15:23:57;19.6;49.3;687.22
2020/11/03 15:24:57;19.6;49.5;687.71
2020/11/03 15:25:57;19.6;49.7;687.6
2020/11/03 15:26:57;19.6;49.3;687.53
2020/11/03 15:27:58;19.5;49.2;687.54
2020/11/03 15:28:57;19.5;49.3;688.15
2020/11/03 15:29:58;19.5;49.5;688.05
2020/11/03 15:30:58;19.5;49.5;688.04
2020/11/03 15:31:58;19.5;49.4;688.07
2020/11/03 15:32:59;19.5;49.4;688.44
2020/11/03 15:33:59;19.5;49.3;687.95
2020/11/03 15:34:58;19.4;49.3;688.18
2020/11/03 15:35:59;19.4;49.3;688.3
2020/11/03 15:36:59;19.3;49.5;688.23
2020/11/03 15:37:59;19.2;49.3;688.83
2020/11/03 15:38:59;19.2;49.7;688.91
2020/11/03 15:39:59;19.2;49.8;688.69
2020/11/03 15:40:59;19.1;49.7;689.29
2020/11/03 15:42:00;19.0;50.0;689.38
2020/11/03 15:43:00;19.0;50.0;689.23
2020/11/03 15:44:00;19.0;50.3;689.47
2020/11/03 15:45:00;18.9;50.1;689.11
2020/11/03 15:46:00;18.9;50.3;689.5
2020/11/03 15:47:00;18.9;50.3;688.88
2020/11/03 15:48:00;19.0;50.2;689.41
2020/11/03 15:49:01;19.0;50.2;689.56
2020/11/03 15:50:01;19.0;50.1;689.59
2020/11/03 15:51:01;19.0;50.0;689.2
2020/11/03 15:52:01;19.0;50.2;688.83
2020/11/03 15:53:01;19.0;50.4;689.2
2020/11/03 15:54:01;19.0;50.3;688.99
2020/11/03 15:55:01;19.0;50.5;688.93
2020/11/03 15:56:01;18.9;50.4;689.28
2020/11/03 15:57:02;18.9;50.7;689.16
2020/11/03 15:58:02;18.8;50.9;689.43
2020/11/03 15:59:02;18.8;51.1;689.41
2020/11/03 16:00:02;18.7;51.1;689.92
2020/11/03 16:01:02;18.6;51.3;689.91
2020/11/03 16:02:02;18.6;51.4;690.12
2020/11/03 16:03:03;18.6;51.6;689.99
2020/11/03 16:04:03;18.6;51.6;689.68
2020/11/03 16:05:03;18.6;51.7;690.36
2020/11/03 16:06:03;18.6;51.7;690.08
2020/11/03 16:07:03;18.6;51.6;689.64
2020/11/03 16:08:03;18.5;51.6;690.25
2020/11/03 16:09:03;18.5;51.8;689.99
2020/11/03 16:10:03;18.5;51.7;689.74
2020/11/03 16:11:04;18.4;51.8;689.95
2020/11/03 16:12:03;18.4;51.9;690.2
2020/11/03 16:13:04;18.4;51.9;690.00
2020/11/03 16:14:04;18.4;51.9;690.54
2020/11/03 16:15:04;18.3;52.0;690.41
2020/11/03 16:16:04;18.3;52.1;690.16
2020/11/03 16:17:04;18.3;52.4;690.54
2020/11/03 16:18:05;18.3;52.3;690.58
2020/11/03 16:19:04;18.2;52.5;690.4
2020/11/03 16:20:05;18.2;52.7;690.85
2020/11/03 16:21:05;18.1;52.9;690.4
2020/11/03 16:22:05;18.1;53.0;690.43
2020/11/03 16:23:05;18.1;53.3;690.37
2020/11/03 16:24:05;18.0;53.3;690.63
2020/11/03 16:25:05;18.0;53.5;690.53
2020/11/03 16:26:06;17.9;53.5;691.04
2020/11/03 16:27:06;17.9;53.6;690.94
2020/11/03 16:28:06;17.9;53.9;690.75
2020/11/03 16:29:06;17.9;53.8;690.51
2020/11/03 16:30:06;17.8;53.9;690.79
2020/11/03 16:31:06;17.9;54.0;690.73
2020/11/03 16:32:07;17.9;53.8;690.71
2020/11/03 16:33:07;17.9;53.7;691.16
2020/11/03 16:34:07;17.9;53.4;690.75
2020/11/03 16:35:07;17.8;53.7;690.86
2020/11/03 16:36:07;17.8;53.8;690.84
2020/11/03 16:37:07;17.8;53.8;690.55
2020/11/03 16:38:07;17.8;53.8;690.72
2020/11/03 16:39:08;17.8;53.9;690.89
2020/11/03 16:40:08;17.8;53.8;690.8
2020/11/03 16:41:08;17.8;53.8;691.42
2020/11/03 16:42:08;17.7;54.0;691.48
2020/11/03 16:43:08;17.7;54.2;690.89
2020/11/03 16:44:08;17.7;54.4;691.3
2020/11/03 16:45:08;17.6;54.2;691.21
2020/11/03 16:46:09;17.6;54.3;691.53
2020/11/03 16:47:09;17.5;54.6;691.27
2020/11/03 16:48:09;17.4;54.7;691.51
2020/11/03 16:49:09;17.4;54.8;691.61
2020/11/03 16:50:09;17.5;54.9;691.08
2020/11/03 16:51:09;17.5;54.8;691.39
2020/11/03 16:52:09;17.5;54.8;690.78
2020/11/03 16:53:10;17.6;54.8;691.12
2020/11/03 16:54:10;17.6;54.8;690.39
2020/11/03 16:55:10;17.7;54.6;690.65
2020/11/03 16:56:10;17.7;54.4;690.44
2020/11/03 16:57:10;17.7;54.6;690.98
2020/11/03 16:58:10;17.7;54.7;690.87
2020/11/03 16:59:10;17.7;54.8;690.15
2020/11/03 17:00:11;17.7;54.8;690.27
2020/11/03 17:01:11;17.6;54.8;690.73
2020/11/03 17:02:11;17.6;55.0;691.41
2020/11/03 17:03:11;17.5;55.2;691.28
2020/11/03 17:04:11;17.5;55.2;690.91
2020/11/03 17:05:11;17.4;55.5;691.61
2020/11/03 17:06:11;17.4;55.8;691.38
2020/11/03 17:07:11;17.3;55.8;691.72
2020/11/03 17:08:12;17.2;56.2;691.71
2020/11/03 17:09:12;17.1;56.4;691.92
2020/11/03 17:10:12;17.0;56.7;691.59
2020/11/03 17:11:12;17.0;56.9;691.57
2020/11/03 17:12:12;17.0;57.0;691.82
2020/11/03 17:13:12;16.9;57.0;692.15
2020/11/03 17:14:12;16.8;57.3;692.22
2020/11/03 17:15:13;16.8;57.5;692.11
2020/11/03 17:16:13;16.8;57.5;692.28
2020/11/03 17:17:13;16.8;57.6;692.08
2020/11/03 17:18:13;16.7;57.7;692.16
2020/11/03 17:19:13;16.7;57.8;691.93
2020/11/03 17:20:13;16.7;57.9;692.45
2020/11/03 17:21:13;16.7;58.0;692.26
2020/11/03 17:22:13;16.6;58.2;692.35
2020/11/03 17:23:14;16.6;58.3;692.45
2020/11/03 17:24:14;16.6;58.4;692.66
2020/11/03 17:25:14;16.6;58.6;691.97
2020/11/03 17:26:14;16.5;58.6;692.38
2020/11/03 17:27:14;16.5;58.6;692.23
2020/11/03 17:28:14;16.5;58.7;691.99
2020/11/03 17:29:15;16.4;58.9;692.8
2020/11/03 17:30:15;16.4;59.1;692.25
2020/11/03 17:31:15;16.3;59.2;692.65
2020/11/03 17:32:15;16.3;59.4;692.51
2020/11/03 17:33:15;16.3;59.6;692.9
2020/11/03 17:34:15;16.2;59.7;692.76
2020/11/03 17:35:16;16.1;59.9;692.82
2020/11/03 17:36:16;16.1;59.9;692.78
2020/11/03 17:37:16;16.1;60.1;691.91
2020/11/03 17:38:16;16.1;60.2;692.61
2020/11/03 17:39:16;16.1;60.2;692.78
2020/11/03 17:40:16;16.0;60.2;693.1
2020/11/03 17:41:16;16.1;60.3;692.83
2020/11/03 17:42:16;16.0;60.4;693.05
2020/11/03 17:43:16;16.0;60.6;692.87
2020/11/03 17:44:17;15.9;60.7;692.81
2020/11/03 17:45:17;15.9;60.7;692.99
2020/11/03 17:46:17;15.9;61.0;693.1
2020/11/03 17:47:17;15.8;60.9;692.76
2020/11/03 17:48:17;15.8;61.0;692.84
2020/11/03 17:49:17;15.8;61.2;693.23
2020/11/03 17:50:17;15.8;61.4;693.05
2020/11/03 17:51:17;15.8;61.3;692.49
2020/11/03 17:52:18;15.8;61.2;693.39
2020/11/03 17:53:18;15.8;61.3;693.27
2020/11/03 17:54:18;15.8;61.3;693.4
2020/11/03 17:55:18;15.7;61.3;692.86
2020/11/03 17:56:18;15.7;61.4;692.75
2020/11/03 17:57:19;15.7;61.4;693.48
2020/11/03 17:58:19;15.7;61.6;693.63
2020/11/03 17:59:19;15.7;61.7;693.01
2020/11/03 18:00:19;15.7;61.5;692.85
2020/11/03 18:01:19;15.7;61.6;692.82
2020/11/03 18:02:19;15.7;61.8;693.05
2020/11/03 18:03:19;15.6;61.9;693.62
2020/11/03 18:04:19;15.6;62.2;693.13
2020/11/03 18:05:20;15.5;62.3;693.16
2020/11/03 18:06:20;15.5;62.3;693.44
2020/11/03 18:07:20;15.5;62.5;693.48
2020/11/03 18:08:20;15.5;62.5;693.25
2020/11/03 18:09:20;15.5;62.6;693.07
2020/11/03 18:10:20;15.6;62.6;692.74
2020/11/03 18:11:20;15.5;62.7;693.28
2020/11/03 18:12:21;15.5;62.8;693.07
2020/11/03 18:13:21;15.5;62.9;693.13
2020/11/03 18:14:21;15.5;63.0;692.97
2020/11/03 18:15:21;15.5;63.0;693.05
2020/11/03 18:16:21;15.4;63.2;693.00
2020/11/03 18:17:21;15.4;63.2;692.86
2020/11/03 18:18:22;15.4;63.4;693.15
2020/11/03 18:19:21;15.4;63.5;692.82
2020/11/03 18:20:22;15.4;63.5;693.15
2020/11/03 18:21:22;15.4;63.6;693.06
2020/11/03 18:22:22;15.4;63.7;692.62
2020/11/03 18:23:22;15.3;63.7;693.08
2020/11/03 18:24:22;15.3;63.9;692.89
2020/11/03 18:25:22;15.3;64.0;693.04
2020/11/03 18:26:23;15.3;64.1;692.73
2020/11/03 18:27:23;15.3;64.0;693.18
2020/11/03 18:28:23;15.3;64.1;693.11
2020/11/03 18:29:23;15.3;64.1;692.76
2020/11/03 18:30:23;15.3;64.2;692.52
2020/11/03 18:31:23;15.3;64.3;693.31
2020/11/03 18:32:23;15.3;64.3;692.73
2020/11/03 18:33:23;15.3;64.4;693.05
2020/11/03 18:34:24;15.2;64.4;693.15
2020/11/03 18:35:24;15.2;64.7;693.08
2020/11/03 18:36:24;15.2;64.7;692.89
2020/11/03 18:37:24;15.2;64.8;692.85
2020/11/03 18:38:24;15.2;64.9;693.06
2020/11/03 18:39:24;15.1;65.0;692.83
2020/11/03 18:40:25;15.1;64.9;693.21
2020/11/03 18:41:25;15.1;65.0;693.02
2020/11/03 18:42:25;15.1;65.2;693.17
2020/11/03 18:43:25;15.1;65.2;693.08
2020/11/03 18:44:25;15.1;65.3;693.2
2020/11/03 18:45:25;15.0;65.3;693.5
2020/11/03 18:46:25;15.0;65.5;693.5
2020/11/03 18:47:25;15.0;65.5;693.2
2020/11/03 18:48:26;15.0;65.7;693.17
2020/11/03 18:49:25;15.0;65.7;692.75
2020/11/03 18:50:26;15.0;65.7;693.07
2020/11/03 18:51:26;15.0;65.6;692.96
2020/11/03 18:52:27;15.0;65.6;693.17
2020/11/03 18:53:26;15.0;65.7;692.97
2020/11/03 18:54:26;15.0;65.5;693.36
2020/11/03 18:55:26;15.0;65.6;693.05
2020/11/03 18:56:27;15.0;65.7;692.67
2020/11/03 18:57:27;15.0;65.7;693.07
2020/11/03 18:58:27;15.0;65.7;693.24
2020/11/03 18:59:27;15.0;65.7;693.52
2020/11/03 19:00:27;15.0;65.8;693.2
2020/11/03 19:01:27;15.0;65.8;693.47
2020/11/03 19:02:28;15.0;65.9;693.29
2020/11/03 19:03:28;15.0;65.9;693.3
2020/11/03 19:04:28;15.0;65.9;692.9
2020/11/03 19:05:28;15.0;66.0;692.86
2020/11/03 19:06:28;15.0;66.0;693.38
2020/11/03 19:07:28;15.0;66.0;693.29
2020/11/03 19:08:29;15.0;66.1;693.34
2020/11/03 19:09:28;15.0;66.2;693.2
2020/11/03 19:10:28;15.0;66.3;693.46
2020/11/03 19:11:29;15.0;66.2;693.32
2020/11/03 19:12:29;15.0;66.3;693.41
2020/11/03 19:13:29;15.0;66.4;692.86
2020/11/03 19:14:29;15.0;66.4;693.35
2020/11/03 19:15:30;15.0;66.5;693.02
2020/11/03 19:16:30;15.0;66.5;693.14
2020/11/03 19:17:30;14.9;66.6;692.99
2020/11/03 19:18:30;14.9;66.6;693.29
2020/11/03 19:19:30;14.9;66.7;692.83
2020/11/03 19:20:31;15.0;66.7;692.78
2020/11/03 19:21:30;14.9;66.7;693.09
2020/11/03 19:22:30;14.9;66.8;693.58
2020/11/03 19:23:30;14.9;66.8;693.04
2020/11/03 19:24:31;14.9;66.8;692.84
2020/11/03 19:25:31;14.9;66.9;693.07
2020/11/03 19:26:31;14.9;66.9;693.05
2020/11/03 19:27:31;14.9;66.9;693.58
2020/11/03 19:28:31;14.9;67.0;693.19
2020/11/03 19:29:31;14.9;67.0;693.18
2020/11/03 19:30:32;14.9;67.1;693.45
2020/11/03 19:31:32;14.9;67.0;693.09
2020/11/03 19:32:32;14.8;67.0;693.67
2020/11/03 19:33:32;14.8;67.1;692.84
2020/11/03 19:34:32;14.8;67.2;693.18
2020/11/03 19:35:32;14.8;67.2;692.68
2020/11/03 19:36:33;14.8;67.2;693.4
2020/11/03 19:37:32;14.8;67.3;692.79
2020/11/03 19:38:33;14.8;67.4;693.31
2020/11/03 19:39:32;14.8;67.5;693.23
2020/11/03 19:40:33;14.7;67.5;693.59
2020/11/03 19:41:33;14.7;67.6;693.3
2020/11/03 19:42:33;14.7;67.6;693.2
